"ElectionNumber","Name_English","Name_Original","City"
"7062","????? ???? ???? ???? ???????","Khadera Ghanem Younis Ghanem Al-Jabouri","?????"
"7063",".???? ??? ????? ??? ???????","Falah Hassan Zidane KhalafAl-Lahithi","?????"
"7064","??? ????????? ???? ???? ???????","Yazan Diaa Al-Din Jassim Saeed Al-Azzawi","?????"
"7065","???????? ???? ??? ?? ???","Jamal Kazim Khamas Mus al-Mus","?????"
"7066",".????? ???? ???? ???? ???????","Israa Hamza Hassan Ali Al-Araji","?????"
"7067","????. ????? ???? ????? ??????? ?????? ?????","Arjan Tariq Burhan Abdullah Al-Qadir Ghoshjizadeh","?????"
"7068","????? ????? ????????? ????? ??????? ??????","Israa Radwan Abdul Majeed Shawfry Abdullah
Al-Bakri","?????"
"7069","????? ???? ?????????? ????","Ronnie Abram Peppercorns Shibo","?????"
"707","???? ???? ???? ??????????","Faleh Mohammed Jassim Jaber Al-Jaber","?????"
"7070","???? ???? ???? ????? ???????","Muhammad Akram Muhammad Ha-
sir N       Al-Mahmoud","?????"
"7071","???? ????? ???? ???????","Ahmed Mahmoud Mohamed Khadanqr-
out","?????"
"7072","???? ????????? ???? ???? ???????","Weam Abdul Qader Khazal Jassim Al-Obaidi","?????"
"7073","???? ????????? ???? ???? ???????","Ali Diaa al-Din Jassim Saeed al-Azzawi","?????"
"7074","???? ???? ???????? ???? ????","Jassim Mohammed Ali Dhiyab Dhiyab plows","?????"
"7075","???? ????????? ???? ??????? ?????","Ryan Abdul Mohsen Younis Abdullah Azoubek","?????"
"7076","???? ??????? ???? ???? ????? ??????","Khalil Ibrahim Khalil Ali Al-Abd Al-Rahim","?????"
"7077","????? ????????? ???? ???????????","Aliaa Abduljabar Younis Omaralhayal?y","?????"
"7078","????????? ??????? ???? ??????","Ammar Moatasem Saadullah Ayub Al-Alaf","?????"
"7079","???? ???? ???? ???? ????????","Mofeed Saeed Majeed Hamid Al-Maamari","?????"
"708","???????? ???? ????? ???????","Samir Rahim Hamoud Masn
Y Al-Maliki","?????"
"7080","???? ????? ??????? ?????????","Saud Mamdouh Ismail Mohammed Karkaja","?????"
"7081","????? ???????? ???? ???? ??????","Hasirn Muhammad Ali Ahmed
Ali Ali","?????"
"7082","??? ????????????? ???? ??????","Come on Maher Abdel Wahid, student of the student","?????"
"7083","??? ????? ???????? ???????","Rana Muzahim Aziz Ali Al-Abbasi","?????"
"7084","???? ????????? ???????????????","Ali Abdul Razzaq Abu Khuzir Al-Ajili","?????"
"7085","??????? ????? ???? ???????????????","Abdullah Hamidi Ajil Abdulaziz Al-Yawar","?????"
"7086","??? ??????? ??? ???? ???????","Najm Abdullah Abdul Saleh Al-Jubouri","?????"
"7087","s????? ???? ???? ??? ??????","Rakan Sabah Ghazi Hassan Al-Tani","?????"
"7088","???? ??????? ???? ???? ???????","Obaid Ibrahim Ali Awad Al-Hadidi","?????"
"7089","???? ???? ????? ???????????","Martyr Ghanem Mahmoud Shaker Al-Mahmoud","?????"
"709","???????? ???? ???? ????????","Hamid Kazim Akab Tareef Al-
Skithen Y","?????"
"7090",".?????????? ???????? ???????","Victory over me, Mahmoud Al-Khatani","?????"
"7091","???? ???? ???? ???? ???????","Adeeb Mohammed Jassim Mohammed Al-Hamawi","?????"
"7092","??? ????? ????? ???? ???????","Muthanna Hasir N       Sultan Yousef
Al-Akoub","?????"
"7093","???? ???? ????????? ???????","Walid Mudji Sultan Kurdi al-Kurdi","?????"
"7094","???????? ???? ?????","Ammar Kamel Majeed Tabour","?????"
"7095","???????? ???? ???? ?????? ???????","Mohammed Nouri Ahmed Hamoud Abd Rabbo Al-Jubouri","?????"
"7096","????? ?? ????? ?????","Zahraa Taha Mahmoud Ha-
seer N","?????"
"7097",".???? ????? ??? ????????????","Ali Haseer N KhalafThart-
har Al-Haithi","?????"
"7098","??? ????????????? ???? ???????","Fahd Abdulaziz Mohammed Habib Al Mahmoud","?????"
"7099","????? ???? ???? ????","Iman Muhammad Dhnoon Younis","?????"
"71","???? ???? ???? ?? ???"," Razi Saleh Ahmad Ma Fa-
                     far","?????"
"710",".???? ???? ??? ??? ???????","Saham Shanshal behind Saad Al-Furaiji","?????"
"7100","????? ???? ????? ????? ???????","The end of Ramadan Sultan Al-Jabouri's life","?????"
"7101","???? ????? ????? ????","Musab Adnan Salman Mohammed","?????"
"7102",".??? ???? ??? ??????????","Abdul Diab Hassan Khadn-
allahi","?????"
"7103","???? ???????? ???? ????? ????????","Ahmed Fakhr al-Din Hadi Mahmoud al-Naimiy","?????"
"7104","s??? ???? ??? ??????? ??????","Maha Younis Najm Abdullah Al-Tani","?????"
"7105","???? ????? ???? ???? ?? ????","Mohsen Farouk Saleh Hamid Al Hamid","?????"
"7106","??? ???? ???? ????? ?????? ???????","Atta Allah Ahmed Matloub Suleiman Al-Subaiji","?????"
"7107","???? ???? ??????? ???? ????","Shihab Ahmed Ibrahim Ali Jalthi","?????"
"7108","???? ??????? ???? ???? ???????","Marwa Ibrahim Khalil Younis Al-Zubaidi","?????"
"7109","?????? ???? ???? ?????????","Free beds of Muham-
mad Salih Omar Zibari","?????"
"711","???? ?????????? ???? ??? ???????","Hashem Abdel-Hassan Dakhel Hassan Al-Miyaji","?????"
"7110","???? ??????? ???? ??????","Salem Khadn Mohammed Khalil
Al-Khalil","?????"
"7111","?????????? ??? ??? ????????","Khadn Abdullah Abdul Hamad Al-Sabaawi","?????"
"7112","?????????????????? ????????? ???????","Nour Muhammad Nizar Ismail Baha al-Din al-Ubaidi","?????"
"7113","????? ???? ????????? ???? ?????????","      Marwan Hazem Abdel Rahman Dhnoon Abdel Rah-
                                         man","?????"
"7114","???? ???? ???? ??? ???????","Youssef Fatji Awad KhalafAl-Jabouri","?????"
"7115","??????? ???? ??????? ???????","Omar Mohammed Ayoub Abdullah Abdullah","?????"
"7116","???? ???? ??? ??????? ????????","Safaa Mohammed Najm Abdullah Al-Maamari","?????"
"7117","???? ???? ??????? ???? ?????????"," Amer Rashid Ibrahim Ah-
        med Al-Badranani","?????"
"7118","???? ??????? ????? ????? ????????"," Mohammed Abdullah AkhlaifObaid Al-
                       Shuwaijin Y","?????"
"7119","???????? ???? ????","Yasser Ragheb Mohammed Fayyad","?????"
"712","???? ??? ???? ????????","Nidal Musa Hamoud Khadir Harib","?????"
"7120","????? ????????? ???? ????","Afrah Abdelkhaleq Yahreth Mohammed","?????"
"7121","???? ???? ???? ????","???? ???? ???? ????","?????"
"7122","???? ???? ??? ???? ????????","Imad Youssef Abd Al-Shuyukh Al-
Jghaifen Y","?????"
"7123","???? ??? ?????????????? ?? ?????","Mohammed Maan Abdul Qader Mustafa Al Zaka-
ria","?????"
"7124","????? ????? ???? ???? ??????","Princess Mahmoud Mohammed Taama Al-Rawi","?????"
"7125","???? ???? ???????? ???????","Brigadier General Hazem Sheikh Ali
Al-Azzawi","?????"
"7126","??? ???? ????????????????","Saif Salah Mansour Askar Al-Jabouri","?????"
"7127","????????? ???? ???? ???? ??????","Abdul Hamid Ahmed Mohsen Mohammed Al-Hassoun","?????"
"7128","????? ???? ???? ????","Hanadi Salem Mohammed Saleh","?????"
"7129","??? ???? ??????? ???? ??????","Maha Hassoun Abdullah Mohammed Al-Ammar","?????"
"713","????????? ???? ???? ???????","Haseer Nakadhim Jassim Mohammed
Al-Suwari","?????"
"7130","???? ???? ????????","Qasim Muhammad Alikrout","?????"
"7131","???? ???? ??????? ????? ???????","Mohammed Diab Abdullah Mahmoud Al-Hadidi","?????"
"7132","s??? ????? ???? ?????? ??????","Suha Farouk Youssef Suleiman Al-Tani","?????"
"7133","???? ????? ???? ?????","Nazim Sultan Jassim Sultan","?????"
"7134","???? ???? ??????? ???"," Akram Fatji Abdullah Kh-
                 adhan","?????"
"7135","???? ???? ???? ??? ?????? ????????","Shawkat Mohammed Ahmed Abdul Razzaq Al-Harbawi","?????"
"7136","??? ???? ???? ????? ???????","Ruwa Shahab Ahmed Mahmoud Al-Ashmatah","?????"
"7137","???? ????????????????????","  Salah Zaher Taher Khadh-
               nalkurani","?????"
"7138","???? ????? ???? ???? ??????","Youssef Mahmoud Mohammed Saleh Al-Abbas","?????"
"7139","???? ??? ???? ????? ???????","Ghanem Abdul Juma Haseer N Al-
                       Luwaizi","?????"
"714","????? ???? ??????? ?????????","I feel sorry for Jabbar KhalafAl-Abdullah","?????"
"7140","????? ???? ???? ????? ??????","Mayada Hazem Qasim Mustafa Al-Sayegh","?????"
"7141","???? ???? ???? ???????","Mohammed Mutab Mohammed Israfil","?????"
"7142","???? ???? ???? ????","Marwa Fouad Nazim Raouf","?????"
"7143","????? ????? ???? ???? ???????","Najla Mahmoud Jassim Saleh Al-Bujari","?????"
"7144","???? ????? ??????? ????????","Saeed Ahmed Omar Lal Al-Salmi","?????"
"7145","???????????????? ???? ?????","Bashar Muhammad Munir Ahmad Muhammad
al-Raho","?????"
"7146","???? ???? ???? ?? ????","Faisal Khaled Mohammed Taha Al-Taha","?????"
"7147","???? ???????? ??? ???????????","Thabet Muhammad Saeed Reza Bashar
al-Abbasi","?????"
"7148","???? ???? ???? ????? ??????","Nayef Makief Shanan Adbas Al Shamri","?????"
"7149","???? ????? ???? ??? ???????","Nice Mustafa Ahmed Hassan Al-Warshaan","?????"
"715","???? ??????. ???? ???? ?????","Uprooted, stubborn, Arithi, Shabib Al Salem","?????"
"7150","????? ????? ???? ??? ?? ????","Zulaykha Elias, tell me the story of the Bakkar
family","?????"
"7151","????????? ???????? ??????? ?????","Muhammad Iqbal Omar Mahmoud Abdullah Mahmoud","?????"
"7152",".???? ???? ????? ???? ???? ??????","Hisham Muhammad Mahmoud Muhammad Saeed Tutunji","?????"
"7153","??? ????? ??????? ????? ?????","KhalafObaid Abdullah Ahla Ahla","?????"
"7154","????? ????? ???? ???? ???????","Maysoon Subhan Jassim Mohammed Al-Mustafa","?????"
"7155","????????? ????????","Khadir Aliwi Sabbar Rakad","?????"
"7156","????????? ???????? ??????? ??????? ?? ???","Abdul Razzaq Muhammad Younis Abdullah Abdullah Al Wahb","?????"
"7157","????? ??????? ???? ??????????","Marwan Ismail Ali Khadir Al-Ubaid","?????"
"7158","???? ???? ????????? ???? ????","Esen Younis Abdul Majeed Ahmed Abbas","?????"
"7159","???? ???? ??? ???? ??????","Ayad Mohammed Hassan Mohammed Al-Wardi","?????"
"716","??? ????? ??????? ????? ?????????","The example of Sawadi Abdullah Mujir
al-Qara'ani","?????"
"7160","????? ???? ???? ??????? ???????","Nashwan Saleh Ali Abdullah Al-Jubouri","?????"
"7161","???? ?????? ???? ?? ????","Muththan Yasser Saleh Taha
Al-Taha","?????"
"7162","???? ???? ???? ???? ????","Wasal Salim Ali Muhammad Kha-
ttab","?????"
"7163","???? ???? ??????? ?????? ????????","Ghazi Faisal Ismail Muhaimid Al-Maamari","?????"
"7164",".???? ???? ???? ????? ???????","Rafeh Awad Nazal Namshan Al-
Lahithi","?????"
"7165","???? ??????? ???? ???????","Muhammad Ibrahim Ahmed Ibrahim","?????"
"7166","????? ??????? ????? ???????","  Nissan Zero Mohammed Ot-
               hman Balani","?????"
"7167","???? ???? ???? ??????????","Ali Youssef Ahmed Mansour Al-Najm","?????"
"7168","????? ???? ???? ??????? ??????","Nashwan Arshad Saleh Ibrahim Al-Wazzan","?????"
"7169","???? ???? ?????????? ?????????","Ali Fadhel Khadna Ibrahim Al-
Jahisr Y","?????"
"717","???? ???? ????? ???? ??????","Dhiyab Ghanem Rahima Hamoud Al-Bashir","?????"
"7170","????? ???? ???? ???? ????????? ??????","Samiha Mohammed Saeed Ahmed Abdel Karim Al-Kamash","?????"
"7171","????? ????? ???? ??????? ????????","Azawi Mustafa Hadi Abdullah Al-
Jumaili","?????"
"7172","?????????? ???? ??? ???????","Omar Ismail Khalil Abdul-Jubouri","?????"
"7173","???? ???? ??????? ???? ????????","Diaa Mohammed Ibrahim Saleh Al-Jeraisy","?????"
"7174","????? ??? ??????? ???","Alia Hassan Ismail Hassan","?????"
"7175","????? ???? ????????? ???? ???????","Khaldoun Talal Abdul Wahab Mo-
hammed Atrouser Y","?????"
"7176","????? ????????? ???? ??????? ?????????","Anmar Abdul Sattar Mohammed
Abdullah Al-Hamdani","?????"
"7177","??? ???????? ????? ???? ??????","Sadd Al-Din Burhan Adel Al-Omari","?????"
"7178","???? ???? ???? ??? ???????","Maisam Fatji Muhammad KhalafAl-Bujari","?????"
"7179","???? ???? ????????? ??? ???????","Khaled Saleh Abdul-Jader Najm Al-Jabouri","?????"
"718","???? ???????? ???? ?? ????","Dear Respondent, Karim Hassan Al Muhammad","?????"
"7180",".???????. ??? ???? ???? ????","Zaid Khaled Dahwi Harni Al-Lahithi","?????"
"7181","????????????????????? ????????","Nasser Abdul Jabbar Khadir Mohammed
Al-Yasser N","?????"
"7182","????? ???? ??? ???? ??????","Maysaa Khair, Hassan Ahmed Al-Dabbagh","?????"
"7183","???? ???? ???????? ???????","Shihab Ahmed Khadir Al-Salami","?????"
"7184","???? ????? ??? ???? ???????","Mohammed Osman Abdul Mohammed Al-Husayn","?????"
"7185","???? ??? ???? ???? ???????","Hashem Khalaf Awad Jassim Al-Hadidi","?????"
"7186","???? ???? ???? ?? ???????","Taiba Riyad Ayed Taha Al-
Anani","?????"
"7187","????????? ???? ??????? ????? ???????","Abdulrahman Ali Ibrahim Mustafa
Al-Mihrab","?????"
"7188",".??? ???? ???? ??? ???????","Saif Ahmed Mohammed KhalafAl-
Lahithi","?????"
"7189","???????? ???? ????","Ammar Mohammed Jassim Moham-
med","?????"
"719","???? ???? ???? ??????????","Qasim Haider Ali Nasser Al-Tani","?????"
"7190","???? ???? ???? ??????? ????","Hossam Tariq Hazem Abdullah Hazem","?????"
"7191","????? ???? ???? ???? ?? ????","Idham Harith Younis Khalifa Al Akla","?????"
"7192","????? ???? ???? ???? ????????","Hamdiya Mohammed Jassim Mohammed Al-Sabaawi","?????"
"7193","???? ???? ????? ???? ????","Ahmed Mohammed Sultan Ali Ali","?????"
"7194","??? ???????? ????? ???????","Laith Shaker Ahmed Sultan Al-Jabouri","?????"
"7195","????? ????????? ???? ????","Ashwaq Abdul Karim Mohammed Hamid","?????"
"7196","???? ???? ????? ????? ??????","Youssef Mu'ayyad Mahmoud Haseer N Al-Bosef","?????"
"7197",".???? ???? ???? ???? ???????","Mohammed Sami Ghafil Mohammed
Al-Lahithi","?????"
"7198","???? ????????? ???? ???? ????????","Zeina Abdel Wahab Ahmed Ahmed Al-Maadheed","?????"
"7199","????? ???? ??? ???? ???????","Khalida Ahmed Hassan Mohammed Al-Jabouri","?????"
"72",".???????? ????? ??? ????? ?????? ??????","????? ??? ????? ??? ????? ?????? ??????","?????"
"720","???? ????????? ????????? ????????","Ayats Abdulzahra Mansour Yousef Al-Aqili","?????"
"7200","???? ???? ????? ???? ????????","Mohammed Salem Haseer N Ali
Al-Maamari","?????"
"7201","???? ????? ????? ???? ??????","Mohammed Wasmi Ashwish Ali Al-
Ali","?????"
"7202","???? ???? ???????","Hisham Ahmed Khadn Mo-
hammed","?????"
"7203","???? ???? ????? ?????","Hanan Mathan Mahmoud Man-
sour","?????"
"7204","???? ??????? ????? ???","Waddah Ibrahim RahoumiNajm","?????"
"7205","??? ???? ??? ????","Hassan Hashem Awad Ahmed","?????"
"7206","??????? ??????? ???? ?????","Abeer Khalaf Abdullah Saleh Al-
Khudhan","?????"
"7207","???? ????????? ???????? ??????????","Haitham Abdul Karim Omar Amir
N Al-Mashhadani","?????"
"7208","??? ??? ??????? ???????","Hassan KhalafAl-Hamid Al-Jabouri","?????"
"7209","????? ????? ????? ??? ???????","Subhan Cagan Tokan Iron Snow","?????"
"721","???? ???????? ???? ?????","Sabah Mahdi Karim Badi Al-Khalaf","?????"
"7210","??????? ???? ???? ???? ???????","Abdullah Mohammed Ali Sa-
leh Al-Za'eir","?????"
"7211","????? ???? ????? ???? ??????","Farhan Saleh Turkish Iranian","?????"
"7212","???? ??????? ????? ???? ???? ??????","Mohammed Ibrahim Hasirn Ali Ali
Al-Saleh","?????"
"7213","???? ???? ???? ???? ???????","Ahmed Obaid Issa Mohammed Al-Jabouri","?????"
"7214","???? ??????? ??????? ??????","Juma Ibrahim Khadnouis Al-Owais","?????"
"7215","???? ??? ???? ????? ???????","Hamza Khalaf Issa Hasirn Al-Aqidi","?????"
"7216","????? ???? ???? ???? ???????","I feel sorry for Hajem Khaled
Al-Ain","?????"
"7217","???????? ??? ???? ??????","Khadir Mohammed Hamad Salem Al-Hamoud","?????"
"7218","??? ????? ??????? ????","Promise Hasirn Nasser Abdel
Nasser","?????"
"7219","???? ???? ???? ??? ?????????","Mohammed Khalil Tamish Finsh Al-Ibrahim","?????"
"722","???? ???? ???? ???? ???????","Hamid Qasim Jassim Mohammed
Al-Halfan Y","?????"
"7220","???? ??????? ???? ???? ???????","Hamed Ismail Muhammad Ali al-Hadidi","?????"
"7221","???? ???? ????? ??? ??????","Mohammed Saleh Hamada Wahb Al-Saleh","?????"
"7222","???? ????????? ???? ???? ???????","Moaz Abdul Salam Ahmed Saleh Al-Jubouri","?????"
"7223","????? ???? ???? ??? ????????","Arkan Salem Aqla Rajab Al-Sabaawi","?????"
"7224",".???? ??? ??????? ???????","Mu'ayyad Hamad Khadir Hassan Al-Khafaji","?????"
"7225","???? ???? ??????? ???????","Jassim Ahmed Naher Al-Jabouri Store","?????"
"7226","??? ???? ?????? ???? ????????","Saad Mohammed Suleiman Awad Al-Sabaawi","?????"
"7227","???? ??????. ???? ???? ????","This is Ahmed Gharni Hamid Al-Hamid","?????"
"7228","???? ???? ????? ???? ????","Alaa Issa Othman, a teaching assistant","?????"
"7229","??????? ???? ????? ??? ???????","Abdullah Hamid Shahoudh Talab Al-Jubouri","?????"
"723","????? ??????? ????? ???? ??????","Irfan Abdullah Hasir Na Ali Kha-
zaali","?????"
"7230",".???? ????? ??????? ????? ???????","Shaher Mandeel Abdullah Hanawi Al-
Lahithi","?????"
"7231","s??? ???? ???? ?????????","Fahd Jassim Mohammed Hamzaltany","?????"
"7232","???? ???? ???? ???? ??????","Ahmed Marai Salim Fattah Al-Fattah","?????"
"7233","???? ???? ???????? ???????","Ghazi Faisal Khadir Ahmed Al-Jubouri","?????"
"7234","??????????????? ???? ???? ???????","Abdul Nasser Suleiman Qasim Muhammad Al-Mar'ouk","?????"
"7235","???????? ???? ???? ???????","Thamer Mohammed Ali
Mohammed Al-Hafni","?????"
"7236","???? ??? ???? ???? ?????","Muhammad Nuh Khalil Muhammad al-Khalaf","?????"
"7237","???? ??? ???? ???? ????????","Muhammad Khalaf Ahmad Uqla al-Dulaimi","?????"
"7238","??? ???? ????? ?????? ?????????","Abdul Issa Mustafa Suleiman Al-
Khatunni","?????"
"7239","???? ???? ???? ???? ??? ??????","Muhammad Walid Youssef Muhammad Abd al-Asmi","?????"
"724","?????? ???? ??? ??? ???? ????????","Congratulations Abbas Hassan Abdu-
llah Al-Mazni","?????"
"7240",".??????? ???? ???? ???????","Falcon Talal Rahil Awad Al-Lahithi","?????"
"7241","????? ???? ??? ??????? ??????","Safwan Hashim Sheet Abdullah Al-Najjar","?????"
"7242","???? ????? ??????? ?? ??? ????","Khazal Dhiban Jaber Hassan Al Atallah","?????"
"7243","????? ??? ???? ???? ??????","Mahfouz Khalaf Saleh Nazal Sabawi","?????"
"7244","???? ???? ????? ????? ???????","Hais Mohammed Mahmoud Amir N Al-Aqidi","?????"
"7245","??? ??????????? ????? ??????","Karam Amer Ibrahim MayoufAl-Finsh","?????"
"7246","???? ???? ??????? ??? ???????","Firas Fatji Abdullah Musa Al-Aqidi","?????"
"7247","???? ???? ????? ????? ???????","Mazen Hamid Mardas Hamadi Al-Sultan","?????"
"7248","???? ???? ???? ???????????","Faris Muhammad Mutlaq Ghadir Al-Mashhour","?????"
"7249","???? ???? ???? ????? ???????","Issa Ahmed Issa Ramadan Al-Hamidi","?????"
"725",".???? ???? ??? ???? ???????","Mahdi Salah Hassan Manhal Al-Rakani","?????"
"7250","???? ??? ????? ???? ???????","Mohammed Hamad Amdeed Waliy Al-Jabouri","?????"
"7251","???? ???? ??? ??? ???????","Khalil Ahmed Hassan KhalafAl-Abbadi","?????"
"7252","??????????? ???? ???? ?????????","Hajir Abdullah Mohammed Ali Al-Jaheesir
Y","?????"
"7253","????? ???? ????? ??????????","Najlaa Mohammed Mazban Halwadbian","?????"
"7254","??? ???? ???? ????????","Raghad Qasim plows Aziz Al-Bey","?????"
"7255",".????? ???? ???? ???? ???????","Amina Hazem Youssef Fares Al-Daraji","?????"
"7256","???? ???????? ???? ????????? ?????? ???","Aseel Muhammad Rafat Saleh Abdul Qader Shahir N Agha","?????"
"7257","????? ???? ???? ??? ???????","Lamia Hashim Mohsen Hassan Al-Jabouri","?????"
"7258","???? ???? ???? ??????? ????????","Samah Muhammad Hamoud Abdullah Al-Sabaawi","?????"
"7259","???? ???? ??? ???? ?? ?????","Aseel Hamid Rajab Mohammed Al-Jarjis","?????"
"726","?????? ??????????????? ???? ????????","Yasser Abdel-Jabbar, Yasser Hamdi Al-Jazaery","?????"
"7260","s???? ????? ???? ???? ??????","Alaa Mahmoud Mohammed Ahmed
Al-Tani","?????"
"7261","????? ???????? ??????? ???????","Nadia Nasser Hamid Abdullah Al-Jubouri","?????"
"7262","??? ??????? ??????????? ?????????","Respected Saadullah Khudair Ibrahim Al-
Juhaisiri","?????"
"7263","???? ???? ???? ???? ????","Hanan Younis Habib Younis Younis","?????"
"7264","?????? ???? ????? ???? ???????","Never N Khaled Girgis Ahmed Al-Hadidi","?????"
"7265","???? ???? ???? ???? ???. ???","How are you, Ghalib Younis Majeed Belo?","?????"
"7266","???? ???? ???? ??? ???????","Amna Mohammed Attia Hassan Al-Jabouri","?????"
"7267","????? ???? ????? ????? ???????","Ghofran Yousef Haseer N Aliwi Al-Jabouri","?????"
"7268","???????????? ???? ?????","Manar Bashir Harith Muhammad Al-Dhaif","?????"
"7269","??????? ???????? ????????","Nour Khaled Shaker You-
ssef Hasniani","?????"
