A,Name on ballot,"Candidate

Sequence",,"   Type
      Nominat-
            ion","Electoral
district",,Sex,Candidate's full name,Voter number
281 ,Nineveh People's Union,60 ,,Alliance,Nineveh,,"   female
 ",Asmaa Riyad Ghanem Ghazal Aouf,7389 
281 ,Nineveh People's Union,61 ,,Alliance,Nineveh,, Male,"Ryan Abdul Ghathan Y Hamed Ahmed
Hamed",7390 
281 ,Nineveh People's Union,62 ,,Alliance,Nineveh,, Male,"Ahmed Aziz Mohammed Ahmed Al-
Lahithi",7391 
281 ,Nineveh People's Union,63 ,,Alliance,Nineveh,,"   female
 ",Lamia Khalil Ibrahim Abdel,7392 
286 ,Civilians,1 ,,Party,Nineveh,,Male,Ahmed Abdullah Mohammed Musa Al-Jubouri,7393 
286 ,Civilians,2 ,,Party,Nineveh,,Male,Osama Yousef Dhnoon Abdullah Al-Naeemiyi,7394 
286 ,Civilians,3 ,,Party,Nineveh,,Male,Ryan Ahmed Omar Khattab Omar Khattab,7395 
286 ,Civilians,4 ,,Party,Nineveh,,"   female
 ","Dear Abdelaziz Kamel, may God protect
you",7396 
286 ,Civilians,5 ,,Party,Nineveh,,Male,Dear Ibrahim Mustafa Abdul Abdul Hilal,7397 
286 ,Civilians,6 ,,Party,Nineveh,,Male,"Walid Mohammed Khadn Abdullah Ji-
alshdeh",7398 
286 ,Civilians,7 ,,Party,Nineveh,,Male,Ahmed Zaid Dahwi Ali Al-Ali,7399 
286 ,Civilians,8 ,,Party,Nineveh,,"   female
 ",Shahd Salem Younis Marai Al-Kharoufa,7400 
286 ,Civilians,9 ,,Party,Nineveh,,Male,Ghanem Mahdi Saleh Mohammed Al-Jubouri,7401 
286 ,Civilians,10 ,,Party,Nineveh,,Male,Mahdi Saleh Mohammed Saleh Al-Saleh,7402 
286 ,Civilians,11 ,,Party,Nineveh,,Male,"Salama Muhammad Ali Muhammad al-
Jabouri",7403 
286 ,Civilians,12 ,,Party,Nineveh,,"   female
 ","The scholarship of Jalal ad-Din Hamusar ibn
Rumi",7404 
286 ,Civilians,14 ,,Party,Nineveh,,Male,Rashid Saleh Radwan Luji Al-Jubouri,7405 
286 ,Civilians,15 ,,Party,Nineveh,,Male,Mohammed Jassim Salem Jassim Al-Jabouri,7406 
286 ,Civilians,16 ,,Party,Nineveh,,"   female
 ",Maysaa ZenoMohammed Zain Al-Abidin Al-Naimiyi,7407 
286 ,Civilians,17 ,,Party,Nineveh,,Male,Muhammad Muwaffaq Jamil Muhammad al-Talib,7408 
286 ,Civilians,18 ,,Party,Nineveh,,Male,Mohammed Mu'ayyad Diaa al-Din Ahmed al-Omari,7409 
286 ,Civilians,19 ,,Party,Nineveh,,Male,Saad Taha Muhammad KhalafAl-Abd Jader,7410 
286 ,Civilians,20 ,,Party,Nineveh,,"   female
 ",Suad KhalafHasir N       Ali Al-Khafaji,7411 
286 ,Civilians,21 ,,Party,Nineveh,,Male,زياد طارق عيسى احمد عيسى,7412 
286 ,Civilians,22 ,,Party,Nineveh,,Male,Ahmed Moajal Awad Klouba Al-Dulaimiyi,7413 
286 ,Civilians,23 ,,Party,Nineveh,,Male,"Ali Ahmed Suleiman Zab
Al-Hassani",7414 
286 ,Civilians,24 ,,Party,Nineveh,,"   female
 ",Shimaa Muwaffaq Fadhel Younis Al-Dulaimiyi,7415 
286 ,Civilians,25 ,,Party,Nineveh,,Male,Raed Raad Shukr Mahmoud Al-Zahir,7416 
286 ,Civilians,26 ,,Party,Nineveh,,Male,Eng. Ahmed Hassan Ahmed Al Hamadi,7417 
286 ,Civilians,27 ,,Party,Nineveh,,Male,Adi Asal Saleh Hamid Al-Sulaiman,7418 
286 ,Civilians,28 ,,Party,Nineveh,,"   female
 ",Ilham Manaf Awda Atallah Al-Jabouri,7419 
286 ,Civilians,29 ,,Party,Nineveh,,Male,Secrets of the speaker Sultan Abdullah Al-Jubouri,7420 
286 ,Civilians,30 ,,Party,Nineveh,,Male,Shamel Ramadan Khalaf Hassan Al Hassan,7421 
286 ,Civilians,31 ,,Party,Nineveh,,Male,Samir Muhammad Matar Issa Al-Hadidi,7422 
286 ,Civilians,32 ,,Party,Nineveh,,"   female
 ","Hadeel Muwaffaq Hassan Amir N
Al-Tani",7423 
286 ,Civilians,33 ,,Party,Nineveh,,Male,Badran Mahmoud KhalafMusa Al-Jabouri,7424 
286 ,Civilians,34 ,,Party,Nineveh,,Male,Watban Saleh Mohammed Abdullah Al-Jubouri,7425 
286 ,Civilians,35 ,,Party,Nineveh,,Male,"Safaa Abdel Karim Hilal Abdel
Hamdani",7426 
286 ,Civilians,36 ,,Party,Nineveh,,"   female
 ",  Zaman Bakr Khattab Musa Ahmed,7427 
286 ,Civilians,37 ,,Party,Nineveh,,Male,Saad ALI AHMED KARMOSH WEHEB,7428 
286 ,Civilians,38 ,,Party,Nineveh,,Male,"     Bashar Abdul Karim Atallah Khadhn-
                             hamid",7429 
286 ,Civilians,39 ,,Party,Nineveh,,Male,    Khalaf Saleh KhalafSaadoun Al-Khafaji,7430 
286 ,Civilians,40 ,,Party,Nineveh,,"   female
 ",Abir Ghanem Mahmoud Mohamed Al-Grisy,7431 
286 ,Civilians,41 ,,Party,Nineveh,,Male,Haitham Saud Khalaf Hindi Al-Jabouri,7432 
286 ,Civilians,42 ,,Party,Nineveh,,Male,Karam Saad Ahmed Abdel Akeedi,7433 
286 ,Civilians,43 ,,Party,Nineveh,,Male,Khalaf Abdul Asaad Hamoud Al Hamoud,7434 
286 ,Civilians,44 ,,Party,Nineveh,,"   female
 ",Amal Hamed Asaf Sheet Al-Hadidi,7435 
286 ,Civilians,45 ,,Party,Nineveh,,Male,Saleh Saeed Khalaf Hassan Al-Hassan,7436 
286 ,Civilians,46 ,,Party,Nineveh,,Male,"Juma Jassim Juma Shakara Al-
Hamdani",7437 
286 ,Civilians,47 ,,Party,Nineveh,,Male,"Friday, Fatji Abdullah Abdul-Jubouri",7438 
286 ,Civilians,48 ,,Party,Nineveh,,"   female
 ",      Najwa Eid Dhaen Suleiman Al-Jabouri,7439 
286 ,Civilians,49 ,,Party,Nineveh,,Male,Ahmed Siddiq Nayef Ali Al-Hatim,7440 
286 ,Civilians,50 ,,Party,Nineveh,,Male,Alaa Salem Hassan Saleh Al-Jubouri,7441 
286 ,Civilians,51 ,,Party,Nineveh,,Male,Ahmed Mohammed Mahmoud Abed Al-Jabouri,7442 
286 ,Civilians,52 ,,Party,Nineveh,,"   female
 ",Nada Fatji Hamid Sayer Al-Jabouri,7443 
286 ,Civilians,53 ,,Party,Nineveh,,Male,Mishahamid Taha Hamada Al-Hamada,7444 
286 ,Civilians,54 ,,Party,Nineveh,,Male,"Amer Mahmoud Fadel Haran Ellahi-
thi",7445 
286 ,Civilians,55 ,,Party,Nineveh,,Male,In the name of Ismail Ahmed Mohammed Al-Jabouri,7446 
286 ,Civilians,57 ,,Party,Nineveh,,Male,Mohammed Nawfal Hassan Saleh Al-Mohammed,7447 
286 ,Civilians, 58 ,,Party,Nineveh,,Male,"Fahd Fatji Yunus Mal Allah Al-Hasir
N",7448 
286 ,Civilians, 59 ,,Party,Nineveh,,Male,Abdul Salam Muhammad Abdullah Rahawi al-Rahawi,7449 
286 ,Civilians, 60 ,,Party,Nineveh,,"   female
 ",Asmaa Saad Ahmed Othman Sovaji,7450 
286 ,Civilians, 61 ,,Party,Nineveh,,"   female
 ",Shah Salal Hanash Hamid Al-Aqidi,7451 
286 ,Civilians, 62 ,,Party,Nineveh,,Male,Saad Mahmoud Khadir Jarad Jarad,7452 
286 ,Civilians, 63 ,,Party,Nineveh,,"   female
 ",Reem Salem Mustafa Jassim Qutji,7453 
288 ,New generation,1 ,,Party,Nineveh,,Male,Ismail Khashwa Ismail Mustafa,7454 
288 ,New generation,   2 ,,Party,Nineveh,,Male,Boys Zahir Osman Ola,7455 
288 ,New generation,   3 ,,Party,Nineveh,,Male,The religion of the corrupt Suleiman,7456 
288 ,New generation,   4 ,,Party,Nineveh,,Male,Ali Jalal Ibrahim Omar,7457 
288 ,New generation,   5 ,,Party,Nineveh,,"   female
 ","Winter Aziz Hamah Mu-
stafa",7458 
288 ,New generation,   6 ,,Party,Nineveh,,Male,Abdullah Taher Hamid Ali,7459 
288 ,New generation,   7 ,,Party,Nineveh,,"   female
 ",Tarza Omar Osman Hama,7460 
290 ,"Nineveh First All-
iance",1 ,,      Alliance,Nineveh,,Male,Rakan Rashid Tahan Sarhan Al-Shahan,7461 
290 ,"Nineveh First All-
iance",   2 ,,      Alliance,Nineveh,,Male,"
Aqeel plows Hashim Abdulaziz Abdulaziz",7462 
290 ,"Nineveh First All-
iance",   3 ,,      Alliance,Nineveh,,Male,Fadhel Ali Akikhadnadris Idris,7463 
290 ,"Nineveh First All-
iance",   4 ,,      Alliance,Nineveh,,Male,Suhaib Ahmed Hassan Ali Al-Jubouri,7464 
290 ,"Nineveh First All-
iance",   5 ,,      Alliance,Nineveh,,Male,Ali Ghalib Mustafa Younis Abbas Al-Khoja,7465 
290 ,"Nineveh First All-
iance",   6 ,,      Alliance,Nineveh,,Male,Azad Faraj Farhan Al-Shabaki Team,7466 
290 ,"Nineveh First All-
iance",   7 ,,      Alliance,Nineveh,,Male,Maan Ibrahim Younis Khalaf Sheikho,7467 
290 ,"Nineveh First All-
iance",   8 ,,      Alliance,Nineveh,,Male,ديوالیي خلف سيدو قاسو الاوسو,7468 
290 ,"Nineveh First All-
iance",   9 ,,      Alliance,Nineveh,,Male,"Younis Hasirn Abdullah Hassan
Al-Hamdani",7469 
290 ,"Nineveh First All-
iance", 10 ,,      Alliance,Nineveh,,Male,Mus Dakhil Ahmed Wes Lawand,7470 
290 ,"Nineveh First All-
iance", 11 ,,      Alliance,Nineveh,,"   female
 ",Rana Raad Abdul Yahreth Al-Dabbagh,7471 
290 ,"Nineveh First All-
iance", 12 ,,      Alliance,Nineveh,,Male,Omarta Muhaimid Jassim Al-Kasousi,7472 
290 ,"Nineveh First All-
iance", 13 ,,      Alliance,Nineveh,,Male,Ahmed Faris Hazem Younis Al-Rifai,7473 
290 ,"Nineveh First All-
iance", 14 ,,      Alliance,Nineveh,,Male,"Ahmed Thani Mustafa Abdu-
llah Al-Darwish",7474 
290 ,"Nineveh First All-
iance", 15 ,,      Alliance,Nineveh,,Male,Fahrkhir al-Din Hamdun Dhunun al-Tani,7475 
290 ,"Nineveh First All-
iance",16 ,,Alliance, Nineveh,,Male,Zain Al-Abidin Ghanem Juma Saeed Al-Saeed,7476 
290 ,"Nineveh First All-
iance",17 ,,Alliance, Nineveh,,Male,"Secrets of Riyadh Abdullah Muhammad Al-
Alaf",7477 
290 ,"Nineveh First All-
iance",18 ,,Alliance, Nineveh,,"female
 ","I woke up, I felt Sarhan Khalaf Halko",7478 
290 ,"Nineveh First All-
iance",19 ,,Alliance, Nineveh,,"female
 ",Madiha Ismail Ahmed Reda Al-Bayanari,7479 
290 ,"Nineveh First All-
iance",20 ,,Alliance, Nineveh,,Male,Tariq Muhammad Dawood Ahmad Al-Aluni,7480 
290 ,"Nineveh First All-
iance",21 ,,Alliance, Nineveh,,Male,Hassan Jameel Karim Saleh Saleh,7481 
290 ,"Nineveh First All-
iance",22 ,,Alliance, Nineveh,,Male,"Fahd Mohammed Hamid Abdul
Hamdounni",7482 
290 ,"Nineveh First All-
iance",23 ,,Alliance, Nineveh,,"female
 ",The approval of Abdullah Aziz Agha Agha,7483 
290 ,"Nineveh First All-
iance",24 ,,Alliance, Nineveh,,Male,"Ahmed Adel Mohammed Jas-
sim Al-Sharif Y",7484 
290 ,"Nineveh First All-
iance",25 ,,Alliance, Nineveh,,"female
 ",Rana Hashem Najm Abdullah Al-Mahna,7485 
290 ,"Nineveh First All-
iance",26 ,,Alliance, Nineveh,,Male,"Akrameh Abd Hamdoun Mustafa Al-
Mawla",7486 
290 ,"Nineveh First All-
iance",27 ,,Alliance, Nineveh,,"female
 ","Ala Nabil Mohammed Abdul Redha
Nahi",7487 
290 ,"Nineveh First All-
iance",28 ,,Alliance, Nineveh,,"female
 ","Nawal Zidane Khalaf Abbawi
Al-Hamdani",7488 
290 ,"Nineveh First All-
iance",29 ,,Alliance, Nineveh,,Male,"Reza Abdulbafri Muhammad Ahmad
Al-Bajdali",7489 
290 ,"Nineveh First All-
iance",30 ,,Alliance, Nineveh,,"female
 ","    Bushra Abdul-Ridha Musa Hasir N
                               Musa",7490 
290 ,"Nineveh First All-
iance",31 ,,Alliance, Nineveh,,Male,Alaa Dhnoon Ayoub YousefAl-Aqidi,7491 
290 ,"Nineveh First All-
iance",32 ,,Alliance, Nineveh,,Male,Nazhan Mohammed Hassan Atallah Al-Jabouri,7492 
290 ,"Nineveh First All-
iance",33 ,,Alliance, Nineveh,,"female
 ",Farah Bassem Youssef Yasser Al-Bajary,7493 
290 ,"Nineveh First All-
iance",34 ,,Alliance, Nineveh,,Male,Nasir Nashat Ghanem Ahmed Al-Hayalis,7494 
290 ,"Nineveh First All-
iance",35 ,,Alliance, Nineveh,,Male,Obaid NayefHaroush Qaddouri Al-Hamdi,7495 
290 ,"Nineveh First All-
iance",36 ,,Alliance, Nineveh,,"female
 ",Iman Amer WahthiNayefAl-Mawla,7496 
290 ,"Nineveh First All-
iance",37 ,,Alliance,"
Ninevehث النعیمیي",,"female
ق ويرinزاine عبدالر",تیسرريحرث,7497 
290 ,"Nineveh First All-
iance",38 ,,Alliance, Nineveh,,"female
 ","Secretly, Abdullah Saleh Al-Shaher",7498 
290 ,"Nineveh First All-
iance",39 ,,Alliance, Nineveh,,"female
 ",Yashi Abdul Jalil Alawi Suleiman Al-Naimi,7499 
290 ,"Nineveh First All-
iance",40 ,,Alliance, Nineveh,,Male,Saeed Salman Abdullah Saadoun Bri,7500 
290 ,"Nineveh First All-
iance",41 ,,Alliance, Nineveh,,Male,"Hasir N       Zainal Khalil Mustafa
Al-Ju'aan",7501 
290 ,"Nineveh First All-
iance",42 ,,Alliance, Nineveh,,Male,Abdullah Muhammad Fatji Khalil Al-Obaidi,7502 
290 ,"Nineveh First All-
iance",43 ,,Alliance, Nineveh,,Male,"Ibrahim Abdul Ghathan Y Ahmed Jassim
Hayalii",7503 
290 ,"Nineveh First All-
iance", 44 ,,      Alliance,Nineveh,,Male,Ali Ashour Abdullah Safouk Al-Bayanri,7504 
290 ,"Nineveh First All-
iance", 45 ,,      Alliance,Nineveh,,Male,Falah Saleh Ahmed Saleh Al-Ahmad,7505 
290 ,"Nineveh First All-
iance", 46 ,,      Alliance,Nineveh,,"   female
 ",Nada Walid Younis Aziz Al-Khattab,7506 
290 ,"Nineveh First All-
iance", 47 ,,      Alliance,Nineveh,,Male,Louay Nashwan Abdul Razzaq Ali Al-Shammari,7507 
290 ,"Nineveh First All-
iance", 48 ,,      Alliance,Nineveh,,"   female
 ",Israa Jassim Mohammed Ali Hassan Al-Sinjari,7508 
290 ,"Nineveh First All-
iance", 49 ,,      Alliance,Nineveh,,"   female
 ",Jamila Hamran Nams Mahmoud Al-Akeidat,7509 
290 ,"Nineveh First All-
iance", 50 ,,      Alliance,Nineveh,,"   female
 ",Nora Farouk Khorshid Ali Al-Tani,7510 
295 ,Good evening Nasser Rasho,    1 ,," Pe-
rson",Nineveh,,Male,Goodbye Nasser Rushdougou,7511 
296 ,Ali Fatji Alexander,    1 ,," Pe-
rson",Nineveh,,Male,Ali Muhammad Fatji Iskandar Iskandar,7512 
298 ,NayefKhalaf Sidushmo,    1 ,," Pe-
rson",Nineveh,,Male,NayefKhalaf Sidushmu Al-Jando,7513 
301 ,Khaled Sayed and Aziz KhalafAl-Khalidi,    1 ,," Pe-
rson",Nineveh,,Male,Khaled Sayed and Aziz KhalafAl-Khalidi,7514 
306 ,Qayd Haider Sheikh Kalo,    1 ,," Pe-
rson",Nineveh,,Male,Qaidhaiderkalo and Suleiman Alkalo,7515 
307 ,Rafe Hamoka Al-Shabki,    1 ,," Pe-
rson",Nineveh,,Male,Rafi' Sadiq Yasser N Mustafa Hamoka,7516 
315 ,I am sad and happy Hajji,    1 ,," Pe-
rson",Nineveh,,Male,"I am sad, Saeed Haji Elias Adi",7517 
316 ,Behind Crossliman,    1 ,," Pe-
rson",Nineveh,,Male,"Khalaf Qorsuliman Matwal Al-
Shahwani",7518 
324 ,"Dr. Hasir N. Shakir Ma-
hmoud",    1 ,," Pe-
rson",Nineveh,,Male,"Hasir N        Shaker Mahmoud
Jadoua",7519 
334 ,Saeb Khedrnayef,    1 ,," Pe-
rson",Nineveh,,Male,Saeb Khadernaif Fars Fars,7520 
337 ,Riad Qaryohna,    1 ,," Pe-
rson",Nineveh,,Male,Riad Qaryohna Mikha,7521 
344 ,Abu Ja'far Al-Shabki,    1 ,," Pe-
rson",Nineveh,,Male,Promise Mahmoud Ahmed Qaddo Qaddo,7522 
346 ,"  Chaldean As-
         wan",    1 ,," Pe-
rson",Nineveh,,Male,Aswan Salem Sadeq Sava,7523 
202 ,       Sadiqun Movement,    1 ,, Party,Wasit,,Male,Zaid Maad Jassim Mazhar Al-Zubaidi,7524 
202 ,       Sadiqun Movement,    2 ,, Party,"Intermedi-
ate",,"   female
 ",Mahasin Khair Y Aliwi Hadi Al-Dulaimi,7525 
202 ,       Sadiqun Movement,    3 ,, Party,Wasit,,"   female
 ","Abdulkadhim Shindakh Rafeesh Al-
Jawrani's attention",7526 
202 ,       Sadiqun Movement,    4 ,, Party,Wasit,,Male,Hasirn Jarfat Kazim Masir Mardan,7527 
202 ,       Sadiqun Movement,    5 ,, Party,Wasit,,Male,Sabah Nasser Salomi Eidan Al-Karadi,7528 
202 ,       Sadiqun Movement,    6 ,, Party,Wasit,,Male,Bahaa Hasir Rashid KhalafAl-Shajir Y,7529 
202 ,       Sadiqun Movement,    7 ,, Party,Wasit,,Male,Abu al-Hassan Ali Jamal Abdul Mahdi Ali al-Shammari,7530 
202 ,       Sadiqun Movement,    8 ,, Party,Wasit,,Male,"Khaled Hashem Hanonkt-
ami",7531 
202 ,Sadiqun Movement,9 ,,Party,Wasit,,Male,Ali Jabara Subaih Mahous Saray,7532 
202 ,Sadiqun Movement,10 ,,Party,Wasit,,"   female
 ",Saba Talib Faisal Mohammed Al Shamri,7533 
202 ,Sadiqun Movement,11 ,,Party,Wasit,,Male,Sadiq Kazim Aziz Abbas Al-Yasiri,7534 
202 ,Sadiqun Movement,12 ,,Party,Wasit,,Male,"Hasir N       Saeed Obstinacy Scandal Al-
Abadi",7535 
202 ,Sadiqun Movement,13 ,,Party,Wasit,,Male,"Thamer Abdul Amir Ali Shaher N
Kuyanni",7536 
202 ,Sadiqun Movement,14 ,,Party,Wasit,,Male,"Dear Issa, dear to me, Arkawazi",7537 
202 ,Sadiqun Movement,15 ,,Party,Wasit,,Male,Hello Kamel Mohsen Batit Al-Shai,7538 
202 ,Sadiqun Movement,16 ,,Party,Wasit,,Male,Saad Mahmoud Marioush Ali Al-Masoudi,7539 
202 ,Sadiqun Movement,17 ,,Party,Wasit,,"   female
 ","Mithaq Azghair Mohammed Hassou-
nni Al-Abadi",7540 
202 ,Sadiqun Movement,18 ,,Party,Wasit,,"   female
 ",Badaa Karim Jaaz Salman Al-Atani,7541 
202 ,Sadiqun Movement,19 ,,Party,Wasit,,"   female
 ",Sabah Mohsen Jalout Misha Al-Jadri,7542 
202 ,Sadiqun Movement,20 ,,Party,Wasit,,Male,"Muhammad Raysan Obaid Rasan Al-
Aqani",7543 
202 ,Sadiqun Movement,21 ,,Party,Wasit,,Male,"I asked for your account, you are a white
person",7544 
202 ,Sadiqun Movement,22 ,,Party,Wasit,,Male,Thunder Yasir N        Sakb Jawhar Koysir,7545 
207 ,"Reconstruction and Development Coali-
tion",1 ,,      Alliance,Wasit,,Male,Salem Raheef Aryan Duaij Al-Aidi,7546 
207 ,"Reconstruction and Development Coali-
tion",2 ,,      Alliance,Wasit,,Male,Adnan Burhan Mahmoud Majeed Al-Jahish,7547 
207 ,"Reconstruction and Development Coali-
tion",3 ,,      Alliance,Wasit,,Male,"Ahmed Karim Hassin Nadim Al-
Dolphin Y",7548 
207 ,"Reconstruction and Development Coali-
tion",4 ,,      Alliance,Wasit,,"   female
 ",Saba Ali Mahmoud Jassim Al-Saadi,7549 
207 ,"Reconstruction and Development Coali-
tion",5 ,,      Alliance,Wasit,,Male,"Saif Ali Rahim Aziz Al-Hamaser
Y",7550 
207 ,"Reconstruction and Development Coali-
tion",6 ,,      Alliance,Wasit,,Male,Muntadhar Mansour Abdullah Hamoud Al Hashem Mayah,7551 
207 ,"Reconstruction and Development Coali-
tion",7 ,,      Alliance,Wasit,,Male,"Mohammed Jawad Hamdallah Hazal
Al-Shahmanani",7552 
207 ,"Reconstruction and Development Coali-
tion",8 ,,      Alliance,Wasit,,"   female
 ","Zainab Hasirn Abdul Faris Al-
Radithan Y",7553 
207 ,"Reconstruction and Development Coali-
tion",9 ,,      Alliance,Wasit,,Male,Samir Mutham Hadi Tahir Al-Youssef,7554 
207 ,"Reconstruction and Development Coali-
tion",10 ,,      Alliance,Wasit,,Male,Ammar Abdulrahman Hanzal Mahdi Al-Burghif,7555 
207 ,"Reconstruction and Development Coali-
tion",11 ,,      Alliance,Wasit,,Male,"Najm Abdul Salman Shamjan Y
Al-Tamimi",7556 
207 ,"Reconstruction and Development Coali-
tion",12 ,,      Alliance,Wasit,,"   female
 ",Messengers Abdul Amir Alwan Aqla Amir Y,7557 
207 ,"Reconstruction and Development Coali-
tion",13 ,,      Alliance,Wasit,,Male,Hassan Ali Mahna Kazem Al-Azzawi,7558 
207 ,"Reconstruction and Development Coali-
tion",14 ,,      Alliance,Wasit,,Male,Ali Abdulaziz Hassan Falih Al-Jandil,7559 
207 ,"Reconstruction and Development Coali-
tion",15 ,,Alliance,Wasit,,Male,"Waiting for Karim Abdul Haseer N Obaid Al-
Bougherni",7560 
207 ,"Reconstruction and Development Coali-
tion",16 ,,Alliance,Wasit,,"   female
 ","Hibakalf Razzaq Mohsen Al-Quraishi
Y",7561 
207 ,"Reconstruction and Development Coali-
tion",17 ,,Alliance,Wasit,,Male,Ali plows the watermelon on me,7562 
207 ,"Reconstruction and Development Coali-
tion",18 ,,Alliance,Wasit,,Male,Ali Dawood Salman Riya Al-Dalf,7563 
207 ,"Reconstruction and Development Coali-
tion",19 ,,Alliance,Wasit,,Male,Raed Mohammed Yaqoub Shana'a Al-Athi,7564 
207 ,"Reconstruction and Development Coali-
tion",20 ,,Alliance,Wasit,,"   female
 ","Maryam Abdullah Jader Ismail Al-Jirn I
am",7565 
207 ,"Reconstruction and Development Coali-
tion",21 ,,Alliance,Wasit,,Male,"Saad Haseer N Hashem Hassan Al-Husaythan
Y",7566 
207 ,"Reconstruction and Development Coali-
tion",22 ,,Alliance,Wasit,,"   female
 ","Shaima Khalaf saw me drinking
tea",7567 
218 ,Badr Organization,1 ,,Party,Wasit,,Male,"Jabbar Sayhood Makki Ghassan
Al-Lami",7568 
218 ,Badr Organization,2 ,,Party,Wasit,,Male,"Ali Hamid Dahsh Kha-
lawfni Al-Zubaidi",7569 
218 ,Badr Organization,3 ,,Party,Wasit,,Male,Hassan Sahib Abbas Mahbash Al-Miyali,7570 
218 ,Badr Organization,4 ,,Party,Wasit,,"   female
 ",Azhar Shiyal Farhan Lafta Al-Essa,7571 
218 ,Badr Organization,5 ,,Party,Wasit,,Male,"Muhammad Rasen Yasser Javed Al-
Sabaji",7572 
218 ,Badr Organization,6 ,,Party,Wasit,,Male,Mustafa Abdul Hassan Latif Sanouh Al-Gharibawi,7573 
218 ,Badr Organization,7 ,,Party,Wasit,,Male,حسيرن عطاالله حمادي عضيب العبيدي,7574 
218 ,Badr Organization,8 ,,Party,Wasit,,"   female
 ","Fatima Kazim Alwan Hasir N       Al-
Fayli",7575 
218 ,Badr Organization,9 ,,Party,Wasit,,Male,"Mohammed Habib Shaltagh Hasirn
Al-Ta'anani",7576 
218 ,Badr Organization,10 ,,Party,Wasit,,Male,"Fadhil Jassim Muhammad Jubeir
Al-Zarkani",7577 
218 ,Badr Organization,11 ,,Party,Wasit,,Male,Mohammed Latif Ne'mah Salem Abu Soot,7578 
218 ,Badr Organization,12 ,,Party,Wasit,,"   female
 ","Alia Kazim Mohsen Jialham-
sar Y",7579 
218 ,Badr Organization,13 ,,Party,Wasit,,Male,Majeed Mudda' Abdul Sayed Idam Al-Ayyadi,7580 
218 ,Badr Organization,14 ,,Party,Wasit,,Male,Ali Salah Saber Khleibus Al-Zubaidi,7581 
218 ,Badr Organization,15 ,,Party,Wasit,,Male,"Hasirn Abdul Hasirn Fahd Abdullah Al Abd-
ullah",7582 
218 ,Badr Organization,16 ,,Party,Wasit,,"   female
 ",Ibtisam Hadi Mohsen Harzaliyasiri,7583 
218 ,Badr Organization,17 ,,Party,Wasit,,Male,Nazem Fayyad Kata' by Himat Al-Jaafari,7584 
218 ,Badr Organization,18 ,,Party,Wasit,,Male,"Mohsen Aflook Bandar Shamjan Y Al-
Boksary Y",7585 
218 ,Badr Organization,19 ,,Party,Wasit,,Male,"Nasir Abdul-Kadhim Hassan Taha
Al-Shahmanani",7586 
218 ,Badr Organization,20 ,,Party,Wasit,,"   female
 ",Muthanna Ibrahim Dawood Khodadad Bey,7587 
218 ,Badr Organization, 21 ,,Party,Wasit,,Male,Martyr Abdul Karim Naima Khanjar Al-Aqani,7588 
218 ,Badr Organization, 22 ,,Party,Wasit,,"   female
 ",Tweeting Abdul Hassan Khalifa Muhsin Al-Mashaikh,7589 
220 ,"The most beautiful medium in serv-
ices",1 ,,      Alliance,Wasit,,Male,Muhammad Jamil Awda Rahi Al-Gharibawi,7590 
220 ,"The most beautiful medium in serv-
ices",2 ,,      Alliance,Wasit,,Male,"Muhand Hilal Blasim Muhammad
Al-Yasser N",7591 
220 ,"The most beautiful medium in serv-
ices",3 ,,      Alliance,Wasit,,Male,Mahmoud Faleh Hamid Al-Sayed Al-Shammari,7592 
220 ,"The most beautiful medium in serv-
ices",4 ,,      Alliance,Wasit,,Male,Hasirn Razzaq Hasirn Farhoud Al-Quraysir,7593 
220 ,"The most beautiful medium in serv-
ices",5 ,,      Alliance,Wasit,,"   female
 ","Wafaa Haseer N Salman Fa-
ris Al-Lami",7594 
220 ,"The most beautiful medium in serv-
ices",6 ,,      Alliance,Wasit,,Male,Abdul Moneim Huwaidi Abbas Jabara Al-Badr,7595 
220 ,"The most beautiful medium in serv-
ices",7 ,,      Alliance,Wasit,,Male,عدي موجد محسن  رضا الزاملىي,7596 
220 ,"The most beautiful medium in serv-
ices",8 ,,      Alliance,Wasit,,"   female
 ",Beautiful Salman Jaber Sarab tea,7597 
220 ,"The most beautiful medium in serv-
ices",9 ,,      Alliance,Wasit,,Male,باسم خشان زبار دنبوس  الزبيدي,7598 
220 ,"The most beautiful medium in serv-
ices", 10 ,,      Alliance,Wasit,,Male,"Karim Hasir N       Aliwi Suhail Al-
Shai",7599 
220 ,"The most beautiful medium in serv-
ices", 11 ,,      Alliance,Wasit,,Male,Bassem Nghamish Jalif Zghair Al-Gharibawi,7600 
220 ,"The most beautiful medium in serv-
ices", 12 ,,      Alliance,Wasit,,Male,"Adnan Hassan Aliwi Muslih Al-Jaheesir
Y",7601 
220 ,"The most beautiful medium in serv-
ices", 13 ,,      Alliance,Wasit,,"   female
 ",Dunya Advertising Shaalan Ajam Ajam,7602 
220 ,"The most beautiful medium in serv-
ices", 14 ,,      Alliance,Wasit,,Male,"Ali, the owner of the good Samari Al-Sulaymawi",7603 
220 ,"The most beautiful medium in serv-
ices", 15 ,,      Alliance,Wasit,,Male,"Abbas Yaber Awad Sayeh Al-
Atafni",7604 
220 ,"The most beautiful medium in serv-
ices", 16 ,,      Alliance,Wasit,,"   female
 ",Khatam Abdul Abbas Fadel and Ka'ak Al-Ajili,7605 
